date,value
6/4/2001,26.89853477
6/5/2001,31.56368446
6/6/2001,30.3382988
6/7/2001,27.58698273
6/8/2001,23.69675636
6/9/2001,20.33666039
6/10/2001,25.65906143
6/11/2001,32.15494156
6/12/2001,28.92528915
6/13/2001,21.60855865
6/14/2001,28.68613815
6/15/2001,29.73035049
6/16/2001,23.36855507
6/17/2001,28.54108238
6/18/2001,28.04865456
6/19/2001,22.02843857
6/20/2001,29.51843452
6/21/2001,30.52014923
6/22/2001,33.11873245
6/23/2001,32.96024704
6/24/2001,20.79116249
6/25/2001,22.97916031
6/26/2001,30.23273849
6/27/2001,30.21626854
6/28/2001,30.21284676
6/29/2001,46.89202118
6/30/2001,30.47405434
7/1/2001,33.28915405
7/2/2001,32.37353516
7/3/2001,30.85315514
7/4/2001,26.01299477
7/5/2001,31.37779236
7/6/2001,23.71288872
7/7/2001,26.38745117
7/8/2001,25.13970757
7/9/2001,27.97132683
7/10/2001,39.1311264
7/11/2001,18.21782684
7/12/2001,30.98221588
7/13/2001,19.4845314
7/14/2001,25.18608093
7/15/2001,32.98854828
7/16/2001,27.86367798
7/17/2001,22.1524601
7/18/2001,23.96398735
7/19/2001,30.93823242
7/20/2001,23.88855743
7/21/2001,28.62323761
7/22/2001,27.76976776
7/23/2001,24.28527069
7/24/2001,38.26475143
7/25/2001,30.71678162
7/26/2001,17.42401886
7/27/2001,28.48494148
7/28/2001,24.24705887
7/29/2001,31.82185936
7/30/2001,23.60116959
7/31/2001,26.9945488
8/1/2001,30.09799957
8/2/2001,31.90703964
8/3/2001,21.58234978
8/4/2001,25.91725349
8/5/2001,25.22132301
8/6/2001,24.33605576
8/7/2001,36.43697739
8/8/2001,29.64196968
8/9/2001,21.32034683
8/10/2001,32.22212601
8/11/2001,38.25199509
8/12/2001,32.81227493
8/13/2001,20.06217194
8/14/2001,25.24725723
8/15/2001,34.01272202
8/16/2001,24.1498909
8/17/2001,29.91773415
8/18/2001,31.58252716
8/19/2001,23.08574486
8/20/2001,27.43413162
8/21/2001,11.53709984
8/22/2001,22.63348961
8/23/2001,26.50489044
8/24/2001,21.5414257
8/25/2001,35.95531464
8/26/2001,20.65577316
8/27/2001,25.61977959
8/28/2001,28.48752403
8/29/2001,35.05430222
8/30/2001,20.6830368
8/31/2001,33.69286728
9/1/2001,27.94320488
9/2/2001,22.99977303
9/3/2001,30.23339462
9/4/2001,28.93401527
9/5/2001,24.95375633
9/6/2001,28.32025337
9/7/2001,26.06134987
9/8/2001,28.57245064
9/9/2001,31.33273506
9/10/2001,35.96965408
9/11/2001,21.86824608
9/12/2001,38.74050522
9/13/2001,18.33317757
9/14/2001,27.35322762
9/15/2001,31.07253647
9/16/2001,29.55496025
9/17/2001,25.05581093
9/18/2001,27.14825058
9/19/2001,25.74366188
9/20/2001,25.28189468
9/21/2001,32.49702454
9/22/2001,30.05463409
9/23/2001,24.8257885
9/24/2001,32.80935669
9/25/2001,29.86911392
9/26/2001,32.4184227
9/27/2001,31.52397919
9/28/2001,24.25281715
9/29/2001,25.61907387
9/30/2001,32.17886353
10/1/2001,31.51688957
10/2/2001,28.38339424
10/3/2001,29.09762573
10/4/2001,34.92261887
10/5/2001,25.59996414
10/6/2001,31.31705284
10/7/2001,27.59455872
10/8/2001,27.54128647
10/9/2001,34.14795685
10/10/2001,32.80574799
10/11/2001,32.77101517
10/12/2001,35.25586319
10/13/2001,28.8586998
10/14/2001,32.18885803
10/15/2001,27.2533741
10/16/2001,30.45135689
10/17/2001,28.20582199
10/18/2001,29.36772346
10/19/2001,31.88493156
10/20/2001,24.84464073
10/21/2001,39.42446899
10/22/2001,23.95942307
10/23/2001,22.94573212
10/24/2001,34.8345871
10/25/2001,33.02988052
10/26/2001,32.21989059
10/27/2001,32.26892471
10/28/2001,29.09404755
10/29/2001,24.69727707
10/30/2001,29.59101295
10/31/2001,25.85479927
11/1/2001,34.14500427
11/2/2001,28.56308556
11/3/2001,25.20002747
11/4/2001,27.74989319
11/5/2001,31.45096016
11/6/2001,26.59733009
11/7/2001,25.3346653
11/8/2001,30.69418335
11/9/2001,30.73072433
11/10/2001,27.00148201
11/11/2001,27.21147346
11/12/2001,30.75754356
11/13/2001,22.38765907
11/14/2001,22.6217041
11/15/2001,26.0979023
11/16/2001,28.65414238
11/17/2001,31.30732346
11/18/2001,37.16112518
11/19/2001,34.10435486
11/20/2001,29.0482235
11/21/2001,29.78484344
11/22/2001,24.89943314
11/23/2001,29.85181999
11/24/2001,28.53353882
11/25/2001,31.62301254
11/26/2001,25.90600204
11/27/2001,32.67176056
11/28/2001,37.77173996
11/29/2001,29.59739876
11/30/2001,32.18304825
12/1/2001,33.65864182
12/2/2001,66.24389648
12/3/2001,69.41453552
12/4/2001,68.38925934
12/5/2001,68.83505249
12/6/2001,64.49015808
12/7/2001,68.47447968
12/8/2001,70.82682037
12/9/2001,75.5656662
12/10/2001,73.06765747
12/11/2001,78.98682404
12/12/2001,64.32206726
12/13/2001,72.44662476
12/14/2001,68.91631317
12/15/2001,78.85159302
12/16/2001,63.75251389
12/17/2001,63.47530365
12/18/2001,64.54540253
12/19/2001,56.7799263
12/20/2001,64.61632538
12/21/2001,63.28385162
12/22/2001,67.65466309
12/23/2001,68.42350006
12/24/2001,75.89650726
12/25/2001,71.05770111
12/26/2001,63.20005417
12/27/2001,61.36063385
12/28/2001,68.069664
12/29/2001,58.75557709
12/30/2001,74.25012207
12/31/2001,70.71560669
1/1/2002,62.18769836
1/2/2002,55.67276764
1/3/2002,70.70246124
1/4/2002,63.04496002
1/5/2002,69.48131561
1/6/2002,54.98478317
1/7/2002,59.61497116
1/8/2002,62.28333664
1/9/2002,62.12776184
1/10/2002,59.26887512
1/11/2002,64.25051117
1/12/2002,55.40607071
1/13/2002,59.63115692
1/14/2002,60.53453064
1/15/2002,62.08649445
1/16/2002,62.64500809
1/17/2002,53.02788925
1/18/2002,50.53636551
1/19/2002,64.14297485
1/20/2002,58.95578766
1/21/2002,53.08352661
1/22/2002,64.10573578
1/23/2002,56.44479752
1/24/2002,61.27194214
1/25/2002,55.21482849
1/26/2002,64.67566681
1/27/2002,62.63639832
1/28/2002,52.0958786
1/29/2002,57.672966
1/30/2002,55.50998688
1/31/2002,58.5880127
2/1/2002,46.37591553
2/2/2002,54.08056259
2/3/2002,55.38648987
2/4/2002,40.73919296
2/5/2002,43.0497551
2/6/2002,38.19787598
2/7/2002,46.46999741
2/8/2002,50.82292557
2/9/2002,54.16057205
2/10/2002,46.42840576
2/11/2002,53.60590744
2/12/2002,37.96317291
2/13/2002,35.74376678
2/14/2002,43.37627792
2/15/2002,44.96420288
2/16/2002,42.26699829
2/17/2002,31.47677803
2/18/2002,40.74903107
2/19/2002,34.05023956
2/20/2002,43.29642105
2/21/2002,41.1542511
2/22/2002,33.99297333
2/23/2002,35.49227905
2/24/2002,32.13310242
2/25/2002,36.48185349
2/26/2002,40.93577576
2/27/2002,30.59517288
2/28/2002,37.40691376
3/1/2002,31.59760094
3/2/2002,29.64627647
3/3/2002,32.43699265
3/4/2002,27.15737534
3/5/2002,28.92694473
3/6/2002,25.06775856
3/7/2002,40.24328613
3/8/2002,29.95926476
3/9/2002,25.6485672
3/10/2002,29.58251381
3/11/2002,27.31777
3/12/2002,26.1429348
3/13/2002,29.6887722
3/14/2002,29.77759933
3/15/2002,22.7118721
3/16/2002,21.86197853
3/17/2002,22.74508095
3/18/2002,11.99279022
3/19/2002,15.31146908
3/20/2002,29.1099987
3/21/2002,29.89204216
3/22/2002,19.81716347
3/23/2002,23.34403038
3/24/2002,21.42035484
3/25/2002,34.66550446
3/26/2002,24.28030586
3/27/2002,17.45870209
3/28/2002,12.74115372
3/29/2002,8.912089348
3/30/2002,17.39218903
3/31/2002,12.02893829
4/1/2002,8.140686035
4/2/2002,11.46598625
4/3/2002,8.743816376
4/4/2002,22.04595375
4/5/2002,17.48328972
4/6/2002,12.50641632
4/7/2002,19.4236908
4/8/2002,11.89517689
4/9/2002,6.693121433
4/10/2002,18.1133709
4/11/2002,12.69769382
4/12/2002,4.329632759
4/13/2002,8.084382057
4/14/2002,4.185846806
4/15/2002,1.185606956
4/16/2002,12.27411079
4/17/2002,16.742033
4/18/2002,-0.237905473
4/19/2002,9.138160706
4/20/2002,2.647021294
4/21/2002,3.050216675
4/22/2002,2.118299246
4/23/2002,0.363685668
4/24/2002,4.538722038
4/25/2002,-0.236953497
4/26/2002,4.90110445
4/27/2002,47.34658051
4/28/2002,46.35440826
4/29/2002,42.96352386
4/30/2002,44.57047653
5/1/2002,51.18507004
5/2/2002,49.86727905
5/3/2002,42.43026733
5/4/2002,47.77083588
5/5/2002,50.98800659
5/6/2002,38.84170151
5/7/2002,49.86394882
5/8/2002,43.79318619
5/9/2002,49.91920853
5/10/2002,43.21056747
5/11/2002,37.96382523
5/12/2002,38.8126297
5/13/2002,47.15358734
5/14/2002,48.17530823
5/15/2002,42.31935883
5/16/2002,49.99884796
5/17/2002,38.46392822
5/18/2002,46.40745926
5/19/2002,40.64979553
5/20/2002,43.4133873
5/21/2002,46.87792969
5/22/2002,42.30791473
5/23/2002,44.65689468
5/24/2002,51.58150101
5/25/2002,43.63658905
5/26/2002,50.67116165
5/27/2002,40.8164711
5/28/2002,49.08695221
5/29/2002,53.6193428
5/30/2002,34.02746582
5/31/2002,42.37601852
6/1/2002,49.22129059
6/2/2002,45.29673004
6/3/2002,48.14433289
6/4/2002,43.24592209
6/5/2002,46.67663193
6/6/2002,45.4437294
6/7/2002,52.04003525
6/8/2002,47.45282745
6/9/2002,47.84891129
6/10/2002,44.0822525
6/11/2002,43.68492126
6/12/2002,43.94202805
6/13/2002,48.05950928
6/14/2002,43.96531296
6/15/2002,47.50263977
6/16/2002,56.41484833
6/17/2002,50.37807846
6/18/2002,44.377491
6/19/2002,51.99935913
6/20/2002,43.93912125
6/21/2002,35.77560806
6/22/2002,40.91304398
6/23/2002,36.58728027
6/24/2002,44.17194366
6/25/2002,46.01037598
6/26/2002,54.28975296
6/27/2002,47.53197098
6/28/2002,44.79210663
6/29/2002,50.02539063
6/30/2002,34.8139267
7/1/2002,47.03940201
7/2/2002,49.7078476
7/3/2002,38.45326614
7/4/2002,51.55810928
7/5/2002,47.52542877
7/6/2002,43.75057983
7/7/2002,48.98545074
7/8/2002,57.16999054
7/9/2002,46.72128677
7/10/2002,47.04893875
7/11/2002,43.50735092
7/12/2002,41.55168915
7/13/2002,49.94979095
7/14/2002,41.51531982
7/15/2002,46.15162659
7/16/2002,43.40399551
7/17/2002,48.18607712
7/18/2002,47.45881653
7/19/2002,50.97794342
7/20/2002,43.24030685
7/21/2002,44.4415741
7/22/2002,40.89809036
7/23/2002,43.57180786
7/24/2002,47.68153381
7/25/2002,49.58213043
7/26/2002,41.18890762
7/27/2002,50.1506958
7/28/2002,52.58418274
7/29/2002,47.87686539
7/30/2002,55.19775391
7/31/2002,41.94929123
8/1/2002,39.59978485
8/2/2002,36.93466187
8/3/2002,53.31405258
8/4/2002,49.11158752
8/5/2002,45.56813049
8/6/2002,47.25254059
8/7/2002,40.23226166
8/8/2002,58.09582138
8/9/2002,46.52087402
8/10/2002,46.42979431
8/11/2002,49.52004623
8/12/2002,48.30499268
8/13/2002,47.02843857
8/14/2002,41.96605301
8/15/2002,48.28551102
8/16/2002,55.34835815
8/17/2002,52.67573547
8/18/2002,53.92528915
8/19/2002,43.41431808
8/20/2002,41.03373718
8/21/2002,45.36450195
8/22/2002,46.2840538
8/23/2002,51.48868942
8/24/2002,37.56801987
8/25/2002,53.69101334
8/26/2002,45.26643753
8/27/2002,43.93559265
8/28/2002,41.02330017
8/29/2002,37.82365417
8/30/2002,50.22820282
8/31/2002,46.49363327
9/1/2002,39.69223404
9/2/2002,39.68192291
9/3/2002,44.49394989
9/4/2002,54.53382492
9/5/2002,44.90688324
9/6/2002,38.70552826
9/7/2002,45.00920105
9/8/2002,44.8912468
9/9/2002,32.78765106
9/10/2002,46.01809692
9/11/2002,45.15264893
9/12/2002,49.8063736
9/13/2002,55.58839798
9/14/2002,51.99497604
9/15/2002,45.03650665
9/16/2002,40.86737061
9/17/2002,59.28610611
9/18/2002,46.73495483
9/19/2002,46.52830887
9/20/2002,46.35809708
9/21/2002,47.48944092
9/22/2002,45.7977562
9/23/2002,43.67202759
9/24/2002,43.8270607
9/25/2002,46.41885376
9/26/2002,43.88698578
9/27/2002,43.06160736
9/28/2002,47.17994308
9/29/2002,45.39509201
9/30/2002,54.2123642
10/1/2002,33.46018982
10/2/2002,52.19543457
10/3/2002,52.99141312
10/4/2002,36.41734314
10/5/2002,45.09438705
10/6/2002,44.97436142
10/7/2002,39.81796265
10/8/2002,42.99060822
10/9/2002,41.35119247
10/10/2002,55.6900177
10/11/2002,51.63185501
10/12/2002,53.33624649
10/13/2002,50.61204147
10/14/2002,41.38383484
10/15/2002,44.43210983
10/16/2002,49.52739716
10/17/2002,40.9958992
10/18/2002,50.69773483
10/19/2002,45.95751953
10/20/2002,45.31164169
10/21/2002,50.76733017
10/22/2002,49.46082687
10/23/2002,45.46184158
10/24/2002,53.09067917
10/25/2002,41.91625595
10/26/2002,50.42897034
10/27/2002,50.34270477
10/28/2002,45.85754776
10/29/2002,49.0642128
10/30/2002,41.2064209
10/31/2002,52.11074829
11/1/2002,46.59489441
11/2/2002,44.93475342
11/3/2002,52.82255554
11/4/2002,44.08510971
11/5/2002,40.59400177
11/6/2002,39.88280869
11/7/2002,50.72581482
11/8/2002,41.32360077
11/9/2002,56.52986526
11/10/2002,37.37655258
11/11/2002,56.29894638
11/12/2002,48.9023819
11/13/2002,47.39451218
11/14/2002,45.18443298
11/15/2002,49.93580627
11/16/2002,47.78320313
11/17/2002,53.51929474
11/18/2002,48.60548019
11/19/2002,48.81756973
11/20/2002,46.27985382
11/21/2002,47.84519577
11/22/2002,49.70109177
11/23/2002,39.64353943
11/24/2002,41.48590469
11/25/2002,51.97574234
11/26/2002,49.14648438
11/27/2002,47.40511322
11/28/2002,48.45021439
11/29/2002,50.12910843
11/30/2002,45.72569275
12/1/2002,44.56639481
12/2/2002,87.47922516
12/3/2002,81.65220642
12/4/2002,88.61756134
12/5/2002,78.08376312
12/6/2002,91.75098419
12/7/2002,88.96491241
12/8/2002,87.86698151
12/9/2002,91.47340393
12/10/2002,94.84867096
12/11/2002,91.54276276
12/12/2002,77.20443726
12/13/2002,79.93713379
12/14/2002,83.12551117
12/15/2002,86.28303528
12/16/2002,88.63230133
12/17/2002,82.29519653
12/18/2002,86.72618866
12/19/2002,81.87249756
12/20/2002,82.43751526
12/21/2002,78.29621124
12/22/2002,80.53652954
12/23/2002,78.20629883
12/24/2002,79.8862915
12/25/2002,89.82379913
12/26/2002,79.58757782
12/27/2002,97.26461792
12/28/2002,86.32665253
12/29/2002,84.53092957
12/30/2002,79.05104065
12/31/2002,86.56995392
1/1/2003,79.90538788
1/2/2003,83.09848785
1/3/2003,94.98352814
1/4/2003,81.38735962
1/5/2003,87.28860474
1/6/2003,77.69104004
1/7/2003,80.68690491
1/8/2003,89.36112976
1/9/2003,77.00803375
1/10/2003,88.83144379
1/11/2003,82.92501831
1/12/2003,76.18183899
1/13/2003,81.75509644
1/14/2003,83.04582977
1/15/2003,80.87334442
1/16/2003,69.48580933
1/17/2003,73.26541138
1/18/2003,75.21934509
1/19/2003,75.6324234
1/20/2003,78.64758301
1/21/2003,75.96446228
1/22/2003,67.92325592
1/23/2003,76.01741028
1/24/2003,76.67838287
1/25/2003,75.92618561
1/26/2003,78.0258255
1/27/2003,76.2793045
1/28/2003,73.88659668
1/29/2003,70.7142868
1/30/2003,62.22830582
1/31/2003,72.14295197
2/1/2003,70.4889679
2/2/2003,70.2582016
2/3/2003,61.96062469
2/4/2003,62.37760925
2/5/2003,72.48181152
2/6/2003,66.44625854
2/7/2003,69.47453308
2/8/2003,65.62680817
2/9/2003,65.04756927
2/10/2003,68.9993515
2/11/2003,61.13260269
2/12/2003,63.59428787
2/13/2003,60.19930649
2/14/2003,59.73153305
2/15/2003,59.74801636
2/16/2003,61.7911377
2/17/2003,57.67024612
2/18/2003,65.72341156
2/19/2003,54.34954834
2/20/2003,57.26370239
2/21/2003,55.37260437
2/22/2003,64.17726135
2/23/2003,57.29438782
2/24/2003,60.83839035
2/25/2003,47.6174469
2/26/2003,55.74531174
2/27/2003,58.22196198
2/28/2003,53.54809952
3/1/2003,57.82629013
3/2/2003,49.27420044
3/3/2003,58.26887894
3/4/2003,62.07808304
3/5/2003,48.1309967
3/6/2003,47.07963562
3/7/2003,55.93658447
3/8/2003,55.93080521
3/9/2003,44.78289795
3/10/2003,44.66168213
3/11/2003,44.72048569
3/12/2003,38.77553177
3/13/2003,40.27467728
3/14/2003,39.21936417
3/15/2003,39.77539063
3/16/2003,42.81764603
3/17/2003,43.54141235
3/18/2003,49.50489426
3/19/2003,36.14565659
3/20/2003,45.44723892
3/21/2003,38.84726334
3/22/2003,39.06502533
3/23/2003,42.08533859
3/24/2003,32.50049591
3/25/2003,39.43314743
3/26/2003,37.76469421
3/27/2003,38.81054688
3/28/2003,37.21469498
3/29/2003,47.4708252
3/30/2003,31.43617058
3/31/2003,31.40570641
4/1/2003,30.38624954
4/2/2003,30.1714592
4/3/2003,29.2146225
4/4/2003,37.80532837
4/5/2003,38.4276123
4/6/2003,27.94254875
4/7/2003,26.11218834
4/8/2003,32.11541748
4/9/2003,26.48842621
4/10/2003,31.91241074
4/11/2003,29.26775932
4/12/2003,20.18713951
4/13/2003,35.02360535
4/14/2003,35.79332733
4/15/2003,23.2856617
4/16/2003,23.95471573
4/17/2003,26.8742733
4/18/2003,26.67721939
4/19/2003,27.86603546
4/20/2003,34.2012558
4/21/2003,22.85110664
4/22/2003,19.33877945
4/23/2003,16.03704643
4/24/2003,18.89146423
4/25/2003,22.00216293
4/26/2003,30.77161026
4/27/2003,63.2597084
4/28/2003,66.91809845
4/29/2003,65.6692276
4/30/2003,71.64629364
5/1/2003,78.29277802
5/2/2003,62.95834351
5/3/2003,63.12084961
5/4/2003,70.74497223
5/5/2003,68.89052582
5/6/2003,74.6722641
5/7/2003,68.31678009
5/8/2003,63.55984879
5/9/2003,68.2694931
5/10/2003,70.82038116
5/11/2003,69.34064484
5/12/2003,67.73670959
5/13/2003,70.49653625
5/14/2003,70.97317505
5/15/2003,72.0017395
5/16/2003,68.29943848
5/17/2003,64.18592834
5/18/2003,65.72142792
5/19/2003,70.98742676
5/20/2003,60.83789063
5/21/2003,66.73430634
5/22/2003,62.89328384
5/23/2003,64.97340393
5/24/2003,71.19229889
5/25/2003,65.72654724
5/26/2003,64.97489166
5/27/2003,57.91571426
5/28/2003,68.41920471
5/29/2003,67.88892365
5/30/2003,75.45196533
5/31/2003,63.07160568
6/1/2003,65.68167114
6/2/2003,65.80888367
6/3/2003,72.4258728
6/4/2003,64.03936768
6/5/2003,65.88879395
6/6/2003,67.51158905
6/7/2003,65.38417053
6/8/2003,62.19855881
6/9/2003,65.38134766
6/10/2003,69.75979614
6/11/2003,59.2403717
6/12/2003,65.01966858
6/13/2003,60.83664703
6/14/2003,70.29547119
6/15/2003,56.68782806
6/16/2003,61.49323273
6/17/2003,66.15852356
6/18/2003,72.08522797
6/19/2003,63.91453552
6/20/2003,61.45350266
6/21/2003,73.62200928
6/22/2003,56.96340561
6/23/2003,53.1972084
6/24/2003,66.37958527
6/25/2003,61.65800858
6/26/2003,59.05139923
6/27/2003,67.68911743
6/28/2003,65.35660553
6/29/2003,61.30797195
6/30/2003,57.71808243
7/1/2003,68.47361755
7/2/2003,67.35453796
7/3/2003,63.60031891
7/4/2003,73.32252502
7/5/2003,58.73252106
7/6/2003,56.44939423
7/7/2003,60.61200714
7/8/2003,63.83859634
7/9/2003,65.27865601
7/10/2003,62.85165024
7/11/2003,65.81443024
7/12/2003,57.79322052
7/13/2003,71.26693726
7/14/2003,63.63498306
7/15/2003,69.63027954
7/16/2003,65.75590515
7/17/2003,66.32495117
7/18/2003,66.88934326
7/19/2003,66.27878571
7/20/2003,67.25400543
7/21/2003,70.68670654
7/22/2003,65.02451324
7/23/2003,67.58829498
7/24/2003,63.59635162
7/25/2003,71.24777222
7/26/2003,60.6677742
7/27/2003,73.05737305
7/28/2003,63.85520172
7/29/2003,56.90581512
7/30/2003,64.70429993
7/31/2003,60.6629715
8/1/2003,68.27628326
8/2/2003,60.81514359
8/3/2003,61.8529129
8/4/2003,54.64205551
8/5/2003,61.83452225
8/6/2003,51.9833107
8/7/2003,56.19018936
8/8/2003,67.91913605
8/9/2003,68.05376434
8/10/2003,66.26010132
8/11/2003,59.30633163
8/12/2003,63.91139221
8/13/2003,64.14100647
8/14/2003,58.37660217
8/15/2003,71.69515991
8/16/2003,68.57505035
8/17/2003,63.09381866
8/18/2003,64.34378815
8/19/2003,65.26231384
8/20/2003,54.02308273
8/21/2003,63.0075531
8/22/2003,60.84551239
8/23/2003,59.25963211
8/24/2003,62.87483978
8/25/2003,73.2816925
8/26/2003,67.51069641
8/27/2003,61.4641037
8/28/2003,67.1967392
8/29/2003,71.34471893
8/30/2003,68.98551178
8/31/2003,64.67520142
9/1/2003,61.15736008
9/2/2003,67.8984375
9/3/2003,66.39030457
9/4/2003,68.91468811
9/5/2003,67.63069916
9/6/2003,69.7190094
9/7/2003,61.81174088
9/8/2003,71.09183502
9/9/2003,65.51007843
9/10/2003,74.9158783
9/11/2003,61.11138153
9/12/2003,73.25515747
9/13/2003,65.58316803
9/14/2003,61.35506058
9/15/2003,62.21152115
9/16/2003,63.04826355
9/17/2003,66.79013062
9/18/2003,67.30303192
9/19/2003,61.84016418
9/20/2003,64.60694885
9/21/2003,75.4603653
9/22/2003,73.40727234
9/23/2003,66.97195435
9/24/2003,65.00137329
9/25/2003,65.4327774
9/26/2003,67.92169952
9/27/2003,59.76187515
9/28/2003,63.61090469
9/29/2003,56.57705307
9/30/2003,66.93851471
10/1/2003,68.20101166
10/2/2003,62.57196808
10/3/2003,72.88092041
10/4/2003,58.90546417
10/5/2003,57.73595047
10/6/2003,66.2038269
10/7/2003,70.34101105
10/8/2003,73.54933167
10/9/2003,62.85965347
10/10/2003,70.57206726
10/11/2003,65.01092529
10/12/2003,64.36533356
10/13/2003,69.67197418
10/14/2003,68.54070282
10/15/2003,57.42274857
10/16/2003,72.71322632
10/17/2003,72.25699615
10/18/2003,62.25492859
10/19/2003,67.38816833
10/20/2003,67.90589905
10/21/2003,66.76589966
10/22/2003,62.7379837
10/23/2003,62.15856171
10/24/2003,65.41625977
10/25/2003,71.43521881
10/26/2003,68.31729126
10/27/2003,63.77412415
10/28/2003,69.51377106
10/29/2003,51.44083405
10/30/2003,71.45581818
10/31/2003,57.04203796
11/1/2003,63.95719528
11/2/2003,60.20001984
11/3/2003,59.3541069
11/4/2003,71.66095734
11/5/2003,63.54780197
11/6/2003,67.64847565
11/7/2003,65.71116638
11/8/2003,68.36094666
11/9/2003,66.39000702
11/10/2003,59.62123871
